id,candidate_length,in_candidates,response,answer
8764,10,True,"Birmingham, Alabama","Birmingham, Alabama"
8765,10,False,nic,Dreamland Bar-B-Que
8766,10,False,nic,Dreamland Bar-B-Que
8767,10,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
8768,10,True,Alabama,Alabama
8769,10,False,nic,Dreamland Bar-B-Que
8770,1,True,Interstate 59,Interstate 59
8771,10,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
8772,10,False,nic,Dreamland Bar-B-Que
8773,10,True,Christmas,Christmas
8774,10,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
8775,10,True,"Birmingham, Ala.","Birmingham, Alabama"
8776,10,True,Alabama,Alabama
8777,10,False,nic,Dreamland Bar-B-Que
8778,10,True,"Tuscaloosa, Alabama","Tuscaloosa, Alabama"
8779,10,True,"Birmingham, Alabama","Birmingham, Alabama"
8780,10,True,Alabama,Alabama
8781,10,True,Georgia (U.S. state),Georgia (U.S. state)
8782,10,True,Budweiser (Anheuser-Busch),Bud
8783,10,False,nic,Dreamland Bar-B-Que
8784,10,False,nic,Dreamland Bar-B-Que
8785,10,True,United States,United States
8786,10,True,Canada,Canada
8787,10,False,nic,Artificial intelligence
8788,10,True,Southeastern United States,Southeastern United States
8789,10,True,European cuisine,Europe
8790,10,True,Valentine's Day,Valentine's Day
8791,10,True,Valentine's Day,Valentine's Day
8792,10,True,Valentine's Day,Valentine's Day
8793,1,True,Dreamland Bar-B-Que,Dreamland Bar-B-Que
8794,10,False,nic,Dreamland Bar-B-Que
8795,10,False,nic,Dreamland Bar-B-Que
8796,10,False,nic,Dreamland Bar-B-Que
8797,10,True,Alabama,Alabama
8798,10,True,Georgia (U.S. state),Georgia (U.S. state)
8799,10,False,nic,Dreamland Bar-B-Que
8800,4,True,Norah Jones,Norah Jones
8801,10,True,Usher (entertainer),Usher (occupation)
8802,10,True,Maxwell (musician),Maxwell (musician)
8803,10,False,nic,Dreamland Bar-B-Que
8804,10,True,New Orleans Saints,Saint
8805,1,True,notInKB,notInKB
8805,1,True,Laissez les bons temps rouler,Laissez les bons temps rouler
8806,10,True,New Orleans Saints,Saint
8807,10,False,nic,Dreamland Bar-B-Que
8808,10,False,nic,Dreamland Bar-B-Que
8809,10,False,nic,Cook (profession)
8810,1,True,Dreamland Bar-B-Que,Dreamland Bar-B-Que
8811,10,True,Mother Nature,Nature (journal)
8812,10,True,Deepak Chopra,Deepak Chopra
8813,5,True,Nurse practitioner,Nurse practitioner
8814,1,True,Herbalism,Herbalism
8815,10,True,EASTERN AND CENTRAL NORTH AMERICA,Eastern world
8816,10,True,Central America,Central America
8817,10,True,North American Plate,North America
8818,4,True,"Gach, Michael Reed",Acupressure
8819,2,True,Shiatsu,Shiatsu
8820,10,True,Nutrition,Nutrition
8821,2,False,notInKB,notInKB
8821,2,False,nic,Folk medicine
8822,1,True,Herbal tea,Herbal tea
8823,1,True,Syrup,Syrup
8824,1,True,Confectionery,Confectionery
8825,1,True,Vinegar,Vinegar
8826,10,True,English,England
8827,10,True,French,France
8828,10,True,German,Germany
8829,10,True,Italian,Italy
8830,10,True,China,China
8831,5,True,William and Warren Peary,Jake Peavy
8832,8,True,Traditional Chinese medicine,Traditional Chinese characters
8833,10,True,Narayana,Vishnu
8834,1,True,Xvid,Xvid
8835,4,True,MPEG-4,MPEG-4
8836,1,True,Xvid,Xvid
8837,1,True,Xvid,Xvid
8838,7,False,nic,Indian National Congress
8839,1,True,Xvid,Xvid
8840,2,True,MPlayer,MPlayer
8841,5,True,VLC media player,VLC media player
8842,2,True,Perian,Perian
8843,1,True,Xvid,Xvid
8844,4,True,notInKB,notInKB
8844,4,True,WMV,Windows Media Video
8845,3,True,DivX,DivX
8846,1,True,Xvid,Xvid
8847,2,True,VOB,VOB
8848,10,True,Digital video,DV
8849,8,True,QuickTime File Format,QuickTime File Format
8850,10,True,Moving Picture Experts Group,MPEG-1
8851,10,True,Moving Picture Experts Group,MPEG-4
8852,10,False,notInKB,notInKB
8852,10,False,nic,MP4 player
8853,4,True,MPEG-4,MPEG-4
8854,3,True,MPEG-4 Part 14,M4V
8855,9,True,MPEG-4 Part 14,MPEG-4 Part 14
8856,10,True,Advanced Systems Format,Advanced Systems Format
8857,3,True,Matroska,Matroska
8858,1,True,3GP and 3G2,3GP and 3G2
8859,10,True,YouTube,YouTube
8860,4,True,Vimeo,Vimeo
8861,10,True,iPhone,IPhone
8862,10,True,iPad,IPad
8863,10,True,HTC,HTC
8864,7,True,Zune,Zune
8865,1,True,Xvid,Xvid
8866,4,True,MPEG-4,MPEG-4
8867,3,True,CBS Corporation,CBS Corporation
8868,10,True,New York,New York City
8869,1,True,CBS Television Stations,CBS Television Stations
8870,10,True,AT&T,AT&T
8871,10,True,North Texas Honda Dealers,North Texas
8872,1,True,Liberty Mutual,Liberty Mutual
8873,10,True,Boston,Boston
8874,10,True,Boston,Boston
8875,10,True,Dallas,Dallas
8876,10,True,"Fort Worth, Texas","Fort Worth, Texas"
8877,10,True,San Francisco,San Francisco
8878,10,True,Denver,Denver
8879,10,True,Chicago,Chicago
8880,10,True,New York,New York City
8881,10,True,Los Angeles,Los Angeles
8882,10,True,Philadelphia,Philadelphia
8883,10,True,Miami,Miami
8884,10,True,Sacramento,"Sacramento, California"
8885,10,True,Pittsburgh,Pittsburgh
8886,10,True,Baltimore,Baltimore
8887,1,True,CBS Television Stations,CBS Television Stations
8888,3,True,CBS Corporation,CBS Corporation
8889,4,True,CBS Corporation,New York Stock Exchange
8890,10,True,The CW,The CW
8891,5,True,MyNetworkTV,MyNetworkTV
8892,10,True,Indian Premier League,Indian Premier League
8893,10,True,Sri Lanka national cricket team,Sri Lanka national cricket team
8894,1,True,Ajantha Mendis,Ajantha Mendis
8895,1,True,Muttiah Muralitharan,Muttiah Muralitharan
8896,10,True,Sri Lanka national cricket team,Sri Lanka national cricket team
8897,10,True,India,India national cricket team
8898,4,True,Rangiri Dambulla International Stadium,Dambulla
8899,10,True,Ajantha Mendis,Ajantha Mendis
8900,2,True,Muttiah Muralitharan,Muttiah Muralitharan
8901,10,True,Ajantha Mendis,Ajantha Mendis
8902,10,True,Sri Lanka national cricket team,Sri Lanka
8903,2,True,Muttiah Muralitharan,Muttiah Muralitharan
8904,10,True,India,India
8905,10,True,Sri Lanka national cricket team,Sri Lanka national cricket team
8906,1,True,Virender Sehwag,Virender Sehwag
8907,10,True,Sri Lanka national cricket team,Sri Lanka
8908,10,True,Sri Lanka national cricket team,Sri Lanka
8909,10,True,Ajantha Mendis,Ajantha Mendis
8910,10,True,India,India
8911,1,True,Yuvraj Singh,Yuvraj Singh
8912,1,True,Mahendra Singh Dhoni,Mahendra Singh Dhoni
8913,1,True,Yuvraj Singh,Yuvraj Singh
8914,2,True,Muttiah Muralitharan,Muttiah Muralitharan
8915,10,True,India,India
8916,1,True,Virat Kohli,Virat Kohli
8917,1,True,Virender Sehwag,Virender Sehwag
8918,10,True,Sri Lanka national cricket team,Sri Lanka
8919,1,True,Chaminda Vaas,Chaminda Vaas
8920,10,True,Cricket in India,India
8921,1,True,Gautam Gambhir,Gautam Gambhir
8922,1,True,Nuwan Kulasekara,Nuwan Kulasekara
8923,1,True,Suresh Raina,Suresh Raina
8924,3,True,Yuvraj Singh,Yuvraj Singh
8925,1,True,Mahela Jayawardene,Mahela Jayawardene
8926,8,True,Mahela Jayawardene,Mahela Jayawardene
8927,10,True,Sri Lanka,Sri Lanka
8928,10,True,Sri Lanka national cricket team,Sri Lanka national cricket team
8929,10,True,India national cricket team,India national cricket team
8930,10,True,Apple,Apple Inc.
8931,10,True,iPad,IPad
8932,10,True,Cars for Stars,Star
8933,10,True,Cars for Stars,Star
8934,10,True,Daimler,Daimler AG
8935,10,True,Stars (Cher album),Star
8936,10,True,Cars for Stars,Star
8937,10,True,Cars for Stars,Star
8938,10,False,nic,London
8939,10,True,Cars for Stars,Star
8940,10,True,Cars for Stars,Star
8941,10,False,nic,London
8942,10,True,London,London
8943,10,True,Glasgow,Glasgow
8944,10,True,Cardiff,Cardiff
8945,10,True,Gloucester,Gloucester Rugby
8946,10,True,Liverpool,Liverpool
8947,10,True,Birmingham,Birmingham
8948,10,True,North Wales,North Wales
8949,10,True,Staffordshire,Staffordshire
8950,10,True,City of Bradford,Bradford
8951,10,True,Newcastle,Newcastle United F.C.
8952,10,True,Cars for Stars,Star
8953,1,True,Cliff Richard,Cliff Richard
8954,10,True,Norwich,Norwich
8955,10,True,Bentley,Bentley
8956,10,True,Bentley,Bentley
8957,10,True,Cliff Richard,Cliff Richard
8958,10,True,Cliff Richard,Cliff Richard
8959,10,True,Cliff Richard,Cliff Richard
8960,10,False,nic,London
8961,10,True,Maroon (band),Maroon
8962,10,True,Cliff Richard,Cliff Richard
8963,10,True,Norwich,Norwich
8964,10,True,Cliff Richard,Cliff Richard
8965,10,True,Ezra,Book of Ezra
8966,10,True,Writing,Writing
8967,10,True,Books of Chronicles,Books of Chronicles
8968,10,True,Israel,Israel
8969,10,True,God,God
8970,1,True,Kingdom of Judah,Kingdom of Judah
8971,10,True,notInKB,notInKB
8971,10,True,Tribe of Judah,Judah (biblical person)
8972,10,True,Tribe of Benjamin,Tribe of Benjamin
8973,10,True,Levite,Levi
8974,10,True,Yahweh,God
8975,10,True,Israelites,Israel
8976,10,True,Hebron,Hebron
8977,10,True,Saul,Saul
8978,10,True,Israelites,Israel
8979,10,True,Yahweh,Lord
8980,10,True,Israelites,Israel
8981,10,True,notInKB,notInKB
8981,10,True,Gad (Bible prophet),Gad (Bible prophet)
8982,10,True,Yahweh,Lord
8983,9,True,Books of Chronicles,Books of Chronicles
8984,10,True,Solomon,Solomon
8985,10,True,King of Israel,Monarch
8986,10,True,Kingdom of Israel (Samaria),Israel
8987,10,True,Books of Chronicles,Books of Chronicles
8988,10,True,God,God
8989,10,True,God,God
8990,3,True,notInKB,notInKB
8990,3,True,Matthew 25,Matthew 25
8991,10,True,Jesus,Jesus
8992,10,True,Jesus,Jesus
8993,10,True,God,God
8994,10,True,Messiah,Messiah
8995,10,True,God,God
8996,10,True,Jesus,Jesus
8997,10,True,God,God
8998,10,False,notInKB,notInKB
8998,10,False,nic,Matthew 25
8999,10,True,God in Christianity,God
9000,10,True,Jesus,Jesus
9001,10,True,Lamb of God,Lamb and mutton
9002,10,True,Life,Life (magazine)
9003,10,True,Book of Revelation,Revelation
9004,10,True,God in Christianity,God
9005,10,True,Books of Chronicles,Books of Chronicles
9006,10,True,God in Christianity,God
9007,10,True,Israel,Israel
9008,10,True,Jesus,Jesus
9009,10,True,Books of Chronicles,Books of Chronicles
9010,10,True,Israel,Israel
9011,10,True,God,God
9012,2,True,Gospel of John,John 1
9013,5,True,JavaScript,JavaScript
9014,1,True,Disqus,Disqus
9015,10,True,Mega Man (character),Mega Man
9016,10,True,Bass (fish),Bass guitar
9017,10,True,Health (gaming),Hewlett-Packard
9018,10,True,Bass,Bass guitar
9019,10,True,Mega Man (character),Mega Man
9020,4,False,notInKB,notInKB
9020,4,False,nic,Home repair
9021,10,True,Kamen Rider V3 (character),Visual cortex
9022,10,True,Guardian,The Guardian
9023,10,True,Public address system,Pennsylvania
9024,10,True,Kamen Rider V3,Visual cortex
9025,10,True,Code (band),Code
9026,10,True,ShadowMan S,Shortstop
9027,10,False,nic,Tambourine
9028,10,True,ABC (band),American Broadcasting Company
9029,1,True,Mega Man Battle Network 2,Mega Man Battle Network 2
9030,10,True,Computer network,Computer network
9031,10,True,Bass,Bass guitar
9032,10,False,notInKB,notInKB
9032,10,False,nic,Goal (ice hockey)
9033,7,True,Shadow Man (video game),Shadow Man (1988 film)
9034,10,False,nic,Microprocessor
9035,10,True,Japanese,Japan
9036,10,True,Bass,Bass guitar
9037,10,True,Blues,Blues
9038,4,True,Cloud,Cloud
9039,8,True,Software versioning,Software versioning
9040,10,True,Bass,Bass guitar
9041,10,True,World Wide Web,World Wide Web
9042,10,True,Bass,Bass guitar
9043,2,True,Navi chips,Electrical engineering
9044,10,True,Heat,Heat
9045,10,True,World Wide Web,World Wide Web
9046,10,True,Arrows,Arrows Grand Prix International
9047,10,True,Double,Double (baseball)
9048,10,True,Triple,Triple (baseball)
9049,8,False,nic,Chrome OS
9050,10,True,World Wide Web,World Wide Web
9051,10,True,World Wide Web,World Wide Web
9052,10,True,World Wide Web,World Wide Web
9053,5,True,Shadow Man (video game),Shadowman (comics)
9054,5,True,Shadow Man (video game),Shadowman (comics)
9055,9,True,Mega Man (character),Mega Man
9056,4,True,GameCube,GameCube
9057,10,True,Battle,Battle
9058,10,True,Virus,Virus
9059,10,False,nic,Field (mathematics)
9060,10,True,World Wide Web,World Wide Web
9061,10,True,World Wide Web,World Wide Web
9062,2,True,Cerro Negro,Cerro Negro
9063,10,True,Nicaragua,Nicaragua
9064,5,True,United States Air Force,Airman
9065,5,False,nic,Defensive back
9066,1,True,Momotombo,Momotombo
9067,10,False,nic,Volcanic ash
9068,1,True,Ejecta,Ejecta
9069,10,True,W. Dalton,Watt
9070,10,True,West,Watt
9071,10,True,Neogene,Nitrogen
9072,10,True,Neogene,Nitrogen
9073,10,True,Lava,Lava
9074,2,True,Cerro Negro,Cerro Negro
9075,10,True,NE postcode area,Nebraska
9076,10,False,nic,Volcanic ash
9077,9,True,Managua,Managua
9078,10,False,nic,Volcanic ash
9079,10,True,W,Watt
9080,10,True,Neogene,Nitrogen
9081,10,True,Neogene,Nitrogen
9082,10,True,W,Watt
9083,10,True,È,E
9084,3,True,Points of the compass,Points of the compass
9085,10,True,W,Watt
9086,10,True,W,Watt
9087,10,True,Global Positioning System,Global Positioning System
9088,9,True,"Managua, Nicaragua",Managua
9089,10,True,Nicaragua,Nicaragua
9090,10,True,Milton Keynes,Milton Keynes
9091,10,True,United Kingdom,United Kingdom
9092,1,True,University of Geneva,University of Geneva
9093,2,True,Universite de Geneve,Geneva
9094,10,True,"Dept. of Mineralogy, Universite de Geneve",Switzerland
9095,1,True,Southwest Research Institute,Southwest Research Institute
9096,10,True,"San Antonio, TX",San Antonio
9097,10,True,Texas,Texas
9098,10,True,United States,United States
9099,10,True,Maryland,Maryland
9100,10,True,United States,United States
9101,7,True,United Nations Office for the Coordination of Humanitarian Affairs,United Nations Office for the Coordination of Humanitarian Affairs
9102,10,True,United Nations,United Nations
9103,10,True,Geneva,Geneva
9104,10,True,Switzerland,Switzerland
9105,2,True,Cerro Negro,Cerro Negro
9106,2,True,Cerro Negro,Cerro Negro
9107,2,True,Cerro Negro,Cerro Negro
9108,2,True,Cerro Negro,Cerro Negro
9109,10,False,nic,Hawaii
9110,10,True,San Francisco,San Francisco
9111,10,True,K,Kelvin
9112,5,True,San Francisco Bay Area,San Francisco Bay Area
9113,2,True,Montessori education,Montessori education
9114,10,True,Gastroesophageal reflux disease,Gastroesophageal reflux disease
9115,10,True,Clinical psychology,Psychology
9116,2,True,Latin honors,Latin honors
9117,1,True,Early childhood education,Early childhood education
9118,10,True,Early childhood education,United Nations Economic Commission for Europe
9119,2,True,Governess,Governess
9120,10,True,Nanny,Nanny
9121,10,True,Health,Health
9122,10,True,California,California
9123,10,True,United States Department of Justice,United States Department of Justice
9124,10,True,United States,United States
9125,10,True,Federal Bureau of Investigation,Federal Bureau of Investigation
9126,1,True,San Francisco Zoo,San Francisco Zoo
9127,1,True,California Academy of Sciences,California Academy of Sciences
9128,1,True,Randall Museum,Randall Museum
9129,10,True,San Francisco,San Francisco
9130,10,False,nic,Christmas and holiday season
9131,10,True,"Bangor, County Down","Bangor, Maine"
9132,10,True,Northern Ireland,Northern Ireland
9133,10,True,Edinburgh,Edinburgh
9134,10,True,Kingdom of Scotland,Scotland
9135,10,False,nic,Christmas and holiday season
9136,10,True,New Year's Day,Christmas and holiday season
9137,10,False,nic,Christmas and holiday season
9138,10,False,nic,Christmas and holiday season
9139,10,True,New Year's Eve,New Year
9140,10,True,New Year's Eve,New Year
9141,10,False,nic,Christmas and holiday season
9142,10,True,Jamaica,Jamaica
9143,10,True,"Tampa, Florida","Tampa, Florida"
9144,10,True,Florida,Florida
9145,10,True,Holiday,Holiday
9146,10,False,nic,Christmas and holiday season
9147,10,False,nic,Christmas and holiday season
9148,10,True,Facebook,Facebook
9149,10,False,nic,Christmas and holiday season
9150,6,True,Adobe Photoshop,Adobe Photoshop
9151,10,False,nic,Christmas and holiday season
9152,10,True,Girlfriend,Cyclosarin
9153,10,False,nic,Christmas and holiday season
9154,10,False,nic,Christmas and holiday season
9155,10,False,nic,Christmas and holiday season
9156,10,True,Latvia,Latvia
9157,10,True,Santa Claus,Santa Claus
9158,10,False,nic,Christmas and holiday season
9159,10,False,nic,Christmas and holiday season
9160,7,True,Christmas and holiday season,Happy Holiday (song)
9161,10,False,nic,Christmas and holiday season
9162,10,True,Holiday,Holiday
9163,10,False,nic,Christmas and holiday season
9164,10,False,nic,Glen Johnson (English footballer)
9165,1,True,Headgear,Headgear
9166,10,True,Headwear (Purple),Purple
9167,1,True,WorldPay,WorldPay
9168,1,True,Skrill,Skrill
9169,10,True,Visa Inc.,Visa Inc.
9170,3,True,MasterCard,MasterCard
9171,3,True,American Express,American Express
9172,10,True,Discover Card,Discover Card
9173,8,False,nic,Discover Card
9174,1,True,Diners Club International,Diners Club International
9175,10,True,notInKB,notInKB
9175,10,True,Japan Credit Bureau,Japan Credit Bureau
9176,10,True,Visa,Visa Inc.
9177,3,True,MasterCard,MasterCard
9178,1,True,MasterCard,MasterCard
9179,1,True,PayPal,PayPal
9180,1,True,Skrill,Skrill
9181,1,True,Skrill,Skrill
9182,10,True,Visa,Visa Inc.
9183,3,True,MasterCard,MasterCard
9184,2,True,American Express,American Express
9185,1,True,Diners Club International,Diners Club International
9186,10,True,notInKB,notInKB
9186,10,True,Japan Credit Bureau,Japan Credit Bureau
9187,10,True,Europe,Europe
9188,10,True,Asia,Asia
9189,1,True,Skrill,Skrill
9190,1,True,WorldPay,WorldPay
9191,10,True,Visa,Visa Inc.
9192,3,True,MasterCard,MasterCard
9193,1,True,Visa Debit,Visa Debit
9194,1,True,MasterCard,MasterCard
9195,1,True,United States Postal Service,United States Postal Service
9196,10,True,"Rochester, New York","Rochester, New York"
9197,10,True,New York,New York
9198,1,True,Paul Smoker,Paul Smoker
9199,1,True,Dominic Duval,Dominic Duval
9200,1,True,Ed Schuller,Ed Schuller
9201,6,True,Paul Smoker,Paul Smoker
9202,10,False,nic,Dominic Duval
9203,1,True,Mark Whitecage,Mark Whitecage
9204,10,False,nic,Dominic Duval
9205,6,True,Paul Smoker,Paul Smoker
9206,10,False,nic,Dominic Duval
9207,1,True,Maynard Ferguson,Maynard Ferguson
9208,6,True,Paul Smoker,Paul Smoker
9209,10,False,nic,Dominic Duval
9210,6,True,Paul Smoker,Paul Smoker
9211,10,False,nic,Dominic Duval
9212,3,False,nic,Aaron Bell
9213,6,True,Paul Smoker,Paul Smoker
9214,10,False,nic,Dominic Duval
9215,10,False,nic,Alpine skiing
9216,6,True,Paul Smoker,Paul Smoker
9217,2,True,Bobby Hackett,Bobby Hackett
9218,7,True,Gunther Schuller,Ed Schuller
9219,6,True,Paul Smoker,Paul Smoker
9220,7,True,Gunther Schuller,Ed Schuller
9221,6,True,Paul Smoker,Paul Smoker
9222,7,True,Gunther Schuller,Ed Schuller
9223,6,True,Paul Smoker,Paul Smoker
9224,1,True,Flight of the Bumblebee,Flight of the Bumblebee
9225,6,True,Paul Smoker,Paul Smoker
9226,10,True,Tibet,Tibetan people
9227,7,True,Gunther Schuller,Ed Schuller
9228,10,False,nic,Dominic Duval
9229,2,True,Jay Rosen,Jay Rosen (drummer)
9230,2,True,Cecil Taylor,Cecil Taylor
9231,1,True,Joe McPhee,Joe McPhee
9232,1,True,Mark Whitecage,Mark Whitecage
9233,1,True,Over the Rainbow,Over the Rainbow
9234,10,False,nic,Dominic Duval
9235,10,False,nic,Dominic Duval
9236,10,True,Charlie Parker,Bird
9237,10,False,nic,Dominic Duval
9238,10,False,nic,Dominic Duval
9239,10,False,nic,Dominic Duval
9240,6,True,Paul Smoker,Paul Smoker
9241,10,True,Merseyside,Merseyside
9242,10,True,Liverpool,Liverpool
9243,10,True,Birkenhead,Birkenhead
9244,10,True,Bootle,Bootle
9245,10,True,"St Helens, Merseyside","St Helens, Merseyside"
9246,10,True,Warrington,Warrington Wolves
9247,3,True,Prescot,Prescot
9248,10,True,Wigan,Wigan Warriors
9249,10,True,Southport,Southport
9250,10,True,Western Australia,Western (genre)
9251,10,True,Warrington,Warrington Wolves
9252,10,True,United Kingdom,United Kingdom
9253,10,True,Main (river),Main (river)
9254,3,True,Occupational safety and health,Occupational safety and health
9255,10,True,National League,National Party of Australia
9256,10,True,Advanced Placement,Associated Press
9257,10,False,nic,Advertising
9258,1,True,Air conditioning,Air conditioning
9259,10,True,Liverpool,Liverpool
9260,5,True,City and Guilds of London Institute,City and Guilds of London Institute
9261,5,True,City and Guilds of London Institute,City and Guilds of London Institute
9262,10,True,Liverpool,Liverpool
9263,10,True,United Kingdom,United Kingdom
9264,10,True,Europe,Europe
9265,10,True,John Edwards,John Edwards
9266,10,True,Stuart Broad,Stuart Broad
9267,10,True,Argentina,Argentina
9268,10,True,Argentina,Argentina
9269,10,True,Buenos Aires,Buenos Aires
9270,6,True,Jonathan Ive,Jonathan Ive
9271,10,False,nic,Instant messaging
9272,10,True,Belfast,Belfast
9273,10,True,Germans,Germany
9274,10,True,Summer Olympic Games,Olympic Games
9275,6,True,La Recoleta Cemetery,"Recoleta, Buenos Aires"
9276,10,True,Germans,Germany
9277,10,False,nic,Instant messaging
9278,10,True,British Airways,Bachelor of Arts
9279,2,True,La Boca,La Boca
9280,10,True,Ireland,Ireland
9281,10,False,nic,Instant messaging
9282,10,True,Id (programming language),Identity document
9283,6,True,La Recoleta Cemetery,"Recoleta, Buenos Aires"
9284,10,True,Argentina,Argentina
9285,6,True,Jonathan Ive,Jonathan Ive
9286,10,True,BA postcode area,Bachelor of Arts
9287,10,True,Buenos Aires,Buenos Aires
9288,10,True,Id,Identity document
9289,10,True,Belfast,Belfast
9290,6,True,"Recoleta, Buenos Aires","Recoleta, Buenos Aires"
9291,1,True,Iguazu Falls,Iguazu Falls
9292,6,True,Jonathan Ive,Jonathan Ive
9293,10,True,Belfast,Belfast
9294,6,True,Jonathan Ive,Jonathan Ive
9295,10,True,Id,Identity document
9296,6,True,Ive Jerolimov,Jonathan Ive
9297,10,True,Id Software,Identity document
9298,10,False,nic,Instant messaging
9299,10,True,MTV,MTV
9300,10,True,Kenya,Kenya
9301,10,True,London,London
9302,10,True,Sigmund Freud,Identity document
9303,10,True,Uruguay,Uruguay
9304,10,False,nic,Instant messaging
9305,10,True,London,London
9306,4,True,France,France
9307,10,True,Rome,Rome
9308,10,True,Rome,Rome
9309,1,True,EBay,EBay
9310,10,True,Rome,Rome
9311,10,True,Rome,Rome
9312,10,True,Vatican City,Vatican City
9313,2,True,St. Peter's Square,St. Peter's Square
9314,2,True,St. Peter's Square,St. Peter's Square
9315,6,True,Jonathan Ive,Jonathan Ive
9316,10,True,ELM,Elm
9317,10,True,ELM,Elm
9318,10,False,notInKB,notInKB
9318,10,False,nic,Critically Endangered
9319,10,True,Numerical control,North Carolina
9320,10,False,notInKB,notInKB
9320,10,False,nic,Critically Endangered
9321,10,True,Numerical control,North Carolina
9322,10,False,notInKB,notInKB
9322,10,False,nic,Critically Endangered
9323,10,True,Numerical control,North Carolina
9324,10,False,notInKB,notInKB
9324,10,False,nic,Critically Endangered
9325,10,True,Numerical control,North Carolina
9326,10,False,notInKB,notInKB
9326,10,False,nic,Critically Endangered
9327,10,True,Numerical control,North Carolina
9328,10,True,ELM,Elm
9329,10,True,C,C (programming language)
9330,10,True,ELM,Elm
9331,10,True,C,C (programming language)
9332,10,True,ELM,Elm
9333,10,True,C,C (programming language)
9334,10,True,ELM,Elm
9335,10,True,C,C (programming language)
9336,10,True,Geometry,Geometry
9337,10,True,ELM,Elm
9338,10,True,C,C (programming language)
9339,7,True,Biology,Life sciences
9340,10,True,ELM,Elm
9341,10,True,C,C (programming language)
9342,1,False,notInKB,notInKB
9342,1,False,Divisor,Divisibility (ring theory)
9343,10,True,Leonhard Euler,Leonhard Euler
9344,10,True,William Rowan Hamilton,"Hamilton, Ontario"
9345,10,True,C (programming language),C (programming language)
9346,6,True,Fortran,Fortran
9347,10,True,Pascal (programming language),Pascal (programming language)
9348,10,True,Fourier transform,Fourier series
9349,5,True,Laguerre polynomials,Edmond Laguerre
9350,6,True,Hermite polynomials,Charles Hermite
9351,10,False,nic,Golf course
9352,10,True,Augustin-Louis Cauchy,Augustin-Louis Cauchy
9353,10,True,Service pack,Samajwadi Party
9354,10,True,Bachelor's degree,Bachelor of Arts
9355,10,True,Mathematics,Mathematics
9356,10,False,nic,Lincoln Near-Earth Asteroid Research
9357,10,True,Hamiltonian mechanics,Hamiltonian (quantum mechanics)
9358,6,True,Weierstrass,Karl Weierstrass
9359,9,True,Dirichlet problem,Peter Gustav Lejeune Dirichlet
9360,5,True,Riemannian geometry,Riemannian manifold
9361,10,True,David Hilbert,David Hilbert
9362,10,True,Banach space,Stefan Banach
9363,10,True,Service pack,Samajwadi Party
9364,10,True,Service pack,Samajwadi Party
9365,10,True,Homosexuality,Lesbian
9366,10,True,Vacation,Vacation
9367,10,True,Gay,Homosexuality
9368,10,True,Tourist,Tourism
9369,4,True,Homosexuality,Homosexuality
9370,10,True,Pornography,Adult
9371,5,True,notInKB,notInKB
9371,5,True,Nifty,S&P CNX Nifty
9372,4,True,Nifty,Nudity
9373,10,True,Homosexuality,Gay
9374,10,True,Internet Archive,Archive
9375,10,True,Canada,Canada
9376,10,True,Montreal,Travel
9377,10,True,Gay,Gay
9378,10,True,Province of Quebec (1763–91),Quebec
9379,10,True,Gay,Gay
9380,10,True,Christian,Christian
9381,10,True,"Asheville, North Carolina","Asheville, North Carolina"
9382,10,True,Province of North Carolina,North Carolina
9383,10,True,"Asheville, North Carolina","Asheville, North Carolina"
9384,10,True,notInKB,notInKB
9384,10,True,Luxury,Luxury vehicle
9385,10,True,Homosexuality,Gay
9386,10,True,Family (biology),Family (biology)
9387,10,True,Homosexuality,Gay
9388,10,True,Homosexuality,Gay
9389,10,True,Gay,Gay
9390,10,True,Black lesbian,Race and ethnicity in the United States Census
9391,5,False,notInKB,notInKB
9391,5,False,nic,Base on balls
9392,10,True,Homosexuality,Gay
9393,8,True,Bed and breakfast,Bed and breakfast
9394,10,True,University,University
9395,10,True,Homosexuality,Gay
9396,5,True,Bisexuality,Bisexuality
9397,1,True,Montreal,Montreal
9398,10,False,nic,Drama
9399,2,False,nic,Theatre studies
9400,1,True,Staffordshire University,Staffordshire University
9401,10,True,Manchester Metropolitan University,Manchester Metropolitan University
9402,10,True,Cheshire,Cheshire
9403,2,True,notInKB,notInKB
9403,2,True,Live Art,Live art
9404,10,True,New York City,New York City
9405,10,True,United Kingdom,United Kingdom
9406,10,False,nic,Western Europe
9407,7,True,notInKB,notInKB
9407,7,True,North Staffordshire,North Staffordshire
9408,1,True,notInKB,notInKB
9408,1,True,Key Stage 2,Key Stage 2
9409,10,True,British Electric Traction,BET
9410,10,True,United Kingdom,United Kingdom
9411,10,True,Europe,Europe
9412,1,True,National Review of Live Art,National Review of Live Art
9413,7,True,Saint Petersburg,Saint Petersburg
9414,10,True,Russia,Russia
9415,10,True,United Kingdom,United Kingdom
9416,10,True,Insideoutsidein,Western Europe
9417,8,True,Confluence,Confluence
9418,10,True,Municipal,C.S.D. Municipal
9419,10,True,Paris,Paris
9420,10,True,London,London
9421,10,True,Cinderella (musical),Cinderella
9422,10,True,Cinderella (musical),Cinderella
9423,4,True,Weston Park,Weston Park
9424,10,True,Shropshire,Shropshire
